term,source_warriner,source_nrc,is_multiword,valence_mean,arousal_mean,dominance_mean,merge_strategy,confidence
in stock,False,True,True,0.16,0.016,0.266,nrc_only,0.7
loading dock,False,True,True,-0.334,-0.064,0.138,nrc_only,0.7
surrealist,False,True,False,0.25,0.667,0.048,nrc_only,0.7
duskiness,False,True,False,-0.4,-0.926,-0.208,nrc_only,0.7
angelfish,False,True,False,0.667,-0.571,-0.111,nrc_only,0.7
make with,False,True,True,0.244,-0.074,0.1,nrc_only,0.7
relaxation,True,True,False,0.748,-0.49325,0.14600000000000002,both_weighted,0.9
zero point,False,True,True,-0.392,-0.17,-0.478,nrc_only,0.7
stridently,False,True,False,-0.667,0.81,0.917,nrc_only,0.7
exhorter,False,True,False,0.458,0.667,0.778,nrc_only,0.7
sink in,False,True,True,-0.068,-0.384,-0.322,nrc_only,0.7
waterskiing,False,True,False,0.762,1.0,0.5,nrc_only,0.7
sidelines,False,True,False,-0.048,-0.667,-0.571,nrc_only,0.7
caramel apple,False,True,True,0.448,-0.154,0.344,nrc_only,0.7
quickstep,False,True,False,0.542,1.0,0.5,nrc_only,0.7
fat man,False,True,True,-0.572,-0.238,-0.344,nrc_only,0.7
conductor,True,True,False,0.2395,0.06800000000000003,0.17974999999999997,both_weighted,0.9
deride,False,True,False,-1.0,0.667,0.833,nrc_only,0.7
enjoin,False,True,False,0.188,-0.092,0.464,nrc_only,0.7
homophobia,False,True,False,-0.466,0.0,-0.276,nrc_only,0.7
adulatory,False,True,False,0.625,0.125,0.143,nrc_only,0.7
footlight,False,True,False,0.611,0.625,0.222,nrc_only,0.7
curvature,False,True,False,-0.166,-0.266,-0.106,nrc_only,0.7
cosignatory,False,True,False,0.056,-0.074,0.519,nrc_only,0.7
resubmit,False,True,False,-0.333,0.556,-0.375,nrc_only,0.7
supplicant,False,True,False,-0.417,-0.37,-0.778,nrc_only,0.7
little off,False,True,True,-0.3,-0.194,-0.448,nrc_only,0.7
demonstrative,False,True,False,0.312,0.056,0.472,nrc_only,0.7
horsewoman,False,True,False,0.667,0.667,0.583,nrc_only,0.7
beatles,False,True,False,0.833,0.667,0.708,nrc_only,0.7
saloon,True,True,False,0.18625000000000003,-0.40625,-0.301,both_weighted,0.9
headliner,True,True,False,0.09999999999999998,-0.12124999999999996,0.13624999999999998,both_weighted,0.9
equivocal,False,True,False,-0.346,-0.036,-0.486,nrc_only,0.7
thelittlethings,False,True,False,0.142,-0.52,-0.352,nrc_only,0.7
bowels,True,True,False,-0.52475,-0.21825,-0.133,both_weighted,0.9
biomechanics,False,True,False,0.571,0.625,0.542,nrc_only,0.7
floppiness,False,True,False,-0.63,-0.952,-0.778,nrc_only,0.7
exclude,True,True,False,-0.38925,-0.02375000000000005,-0.01125000000000001,both_weighted,0.9
wimp,True,True,False,-0.55975,-0.3375,-0.43125,both_weighted,0.9
antic,False,True,False,-0.083,0.75,0.048,nrc_only,0.7
midlife crisis,False,True,True,-0.38,0.196,-0.27,nrc_only,0.7
tod,False,True,False,-0.062,-0.34,-0.232,nrc_only,0.7
massiveness,False,True,False,0.667,-0.625,0.917,nrc_only,0.7
schoolroom,False,True,False,0.083,-0.571,-0.042,nrc_only,0.7
handicraft,False,True,False,0.448,-0.334,0.13,nrc_only,0.7
sacred,True,True,False,0.5767500000000001,-0.125,0.377,both_weighted,0.9
a student,False,True,True,0.388,-0.188,0.064,nrc_only,0.7
augmenter,False,True,False,0.571,0.667,0.75,nrc_only,0.7
playmate,True,True,False,0.6655,-0.06850000000000002,-0.029499999999999985,both_weighted,0.9
rock band,False,True,True,0.234,0.186,0.072,nrc_only,0.7
air conditioned,False,True,True,0.484,0.076,0.172,nrc_only,0.7
storefront,True,True,False,0.175,-0.5329999999999999,-0.015500000000000028,both_weighted,0.9
placidness,False,True,False,0.6,-1.0,-0.333,nrc_only,0.7
nose bleed,False,True,True,-0.8,0.148,-0.29,nrc_only,0.7
leader,True,True,False,0.48800000000000004,0.077,0.5885,both_weighted,0.9
cayenne pepper,False,True,True,0.076,0.22,0.276,nrc_only,0.7
narrowing,False,True,False,-0.292,0.186,-0.286,nrc_only,0.7
concentricity,False,True,False,0.0,-0.741,0.111,nrc_only,0.7
backwardly,False,True,False,-0.381,-0.571,-0.583,nrc_only,0.7
coupler,False,True,False,0.0,0.333,0.375,nrc_only,0.7
lithographically,False,True,False,0.0,-0.583,0.083,nrc_only,0.7
referenda,False,True,False,0.0,-0.444,0.37,nrc_only,0.7
immune response,False,True,True,-0.066,0.284,0.334,nrc_only,0.7
matchstick,False,True,False,0.0,0.042,-0.296,nrc_only,0.7
espionage,True,True,False,-0.30675,0.3125,0.057499999999999996,both_weighted,0.9
forget,True,True,False,-0.34675,-0.18925000000000003,-0.4785,both_weighted,0.9
bull market,False,True,True,0.214,0.262,0.138,nrc_only,0.7
honky,True,True,False,-0.23575,-0.02300000000000002,-0.1275,both_weighted,0.9
chili,True,True,False,0.02325000000000002,0.018500000000000016,0.09549999999999997,both_weighted,0.9
distrustful,False,True,False,-0.667,-0.667,-0.238,nrc_only,0.7
stratocumulus,False,True,False,0.0,-0.704,0.0,nrc_only,0.7
maximize,True,True,False,0.47300000000000003,0.23250000000000004,0.4045,both_weighted,0.9
old lady,False,True,True,-0.094,-0.29,-0.204,nrc_only,0.7
hum,False,True,False,-0.02,-0.408,-0.448,nrc_only,0.7
uphill,False,True,False,-0.208,0.446,0.144,nrc_only,0.7
bubble with,False,True,True,0.166,0.092,-0.13,nrc_only,0.7
washstand,False,True,False,0.0,-1.0,-0.222,nrc_only,0.7
resistance,True,True,False,-0.23049999999999998,0.22275000000000006,0.16099999999999998,both_weighted,0.9
ineffectuality,False,True,False,-1.0,-0.889,-1.0,nrc_only,0.7
sorta,False,True,False,-0.036,-0.344,-0.23,nrc_only,0.7
reminiscent of,False,True,True,-0.034,0.05,0.0,nrc_only,0.7
booklore,False,True,False,0.556,-0.619,0.381,nrc_only,0.7
earn,True,True,False,0.606,0.18774999999999997,0.53575,both_weighted,0.9
bus route,False,True,True,0.0,-0.13,0.242,nrc_only,0.7
spend,True,True,False,0.28575,0.18000000000000005,0.03899999999999999,both_weighted,0.9
anointed,True,True,False,-0.026249999999999996,-0.342,0.10149999999999997,both_weighted,0.9
livelife,False,True,False,0.584,0.248,0.328,nrc_only,0.7
acquire,True,True,False,0.3955,-0.04949999999999996,0.45,both_weighted,0.9
puppies,False,True,False,1.0,0.667,-0.792,nrc_only,0.7
entire,True,True,False,0.27275,-0.30674999999999997,0.20549999999999996,both_weighted,0.9
eco,False,True,False,0.733,0.0,0.0,nrc_only,0.7
palm sunday,False,True,True,0.226,-0.214,0.096,nrc_only,0.7
columnar,False,True,False,-0.104,-0.32,-0.018,nrc_only,0.7
improper,True,True,False,-0.40025,-0.005000000000000022,-0.29225,both_weighted,0.9
electrotherapy,False,True,False,0.556,0.667,0.333,nrc_only,0.7
collisional,False,True,False,-0.444,0.667,0.458,nrc_only,0.7
perdition,False,True,False,-0.73,0.312,-0.008,nrc_only,0.7
every week,False,True,True,0.25,0.028,0.074,nrc_only,0.7
medium term,False,True,True,-0.13,-0.178,-0.104,nrc_only,0.7
convexly,False,True,False,0.0,-0.133,0.0,nrc_only,0.7
simpleminded,False,True,False,-0.857,-0.458,-0.667,nrc_only,0.7
too bad,False,True,True,-0.656,-0.12,-0.63,nrc_only,0.7
breakfast food,False,True,True,0.376,-0.116,0.032,nrc_only,0.7
blowfish,True,True,False,-0.2035,-0.21125,-0.1735,both_weighted,0.9
tetanus,True,True,False,-0.57575,0.14199999999999996,-0.23199999999999998,both_weighted,0.9
travelling,False,True,False,0.667,0.667,0.074,nrc_only,0.7
disgorge,False,True,False,-0.667,0.667,0.704,nrc_only,0.7
chain,True,True,False,-0.14825,-0.11875000000000002,-0.05299999999999998,both_weighted,0.9
tendon,True,True,False,-0.14524999999999996,-0.4415,-0.07700000000000004,both_weighted,0.9
freebase,False,True,False,-0.708,1.0,-0.143,nrc_only,0.7
masher,False,True,False,-0.667,0.63,0.542,nrc_only,0.7
voracious,False,True,False,-0.23,0.784,0.388,nrc_only,0.7
annunciate,False,True,False,0.2,0.5,0.542,nrc_only,0.7
such a,False,True,True,-0.188,-0.112,-0.1,nrc_only,0.7
weatherworn,False,True,False,-0.389,-0.667,-0.375,nrc_only,0.7
countersubject,False,True,False,0.0,0.667,0.167,nrc_only,0.7
knock down,False,True,True,-0.344,0.154,-0.324,nrc_only,0.7
clinical,True,True,False,-0.18549999999999997,-0.20050000000000004,0.10250000000000004,both_weighted,0.9
pseudonym,False,True,False,0.0,-0.102,0.09,nrc_only,0.7
ubiquitously,False,True,False,0.0,0.0,0.375,nrc_only,0.7
landform,False,True,False,0.0,-0.667,0.111,nrc_only,0.7
thicker,False,True,False,0.0,-0.667,0.259,nrc_only,0.7
disorderly,True,True,False,-0.5682499999999999,0.22924999999999995,-0.23375,both_weighted,0.9
peewee,False,True,False,-0.042,-0.37,-0.593,nrc_only,0.7
sharkskin,False,True,False,0.0,-0.037,0.208,nrc_only,0.7
ambiguousness,False,True,False,-0.333,-0.667,-0.524,nrc_only,0.7
isothermal,False,True,False,-0.082,-0.018,0.0,nrc_only,0.7
memoir,False,True,False,0.5,-0.516,0.106,nrc_only,0.7
sketcher,False,True,False,0.0,0.593,0.095,nrc_only,0.7
hands down,False,True,True,-0.152,-0.184,-0.05,nrc_only,0.7
shareowner,False,True,False,0.625,0.0,0.667,nrc_only,0.7
knowledge base,False,True,True,0.586,0.01,0.5,nrc_only,0.7
alkalize,False,True,False,0.667,-0.25,0.5,nrc_only,0.7
fetcher,False,True,False,0.0,0.625,0.0,nrc_only,0.7
communistic,False,True,False,-0.625,-0.519,0.583,nrc_only,0.7
responsible for,False,True,True,0.166,0.326,0.354,nrc_only,0.7
manly,True,True,False,0.33425,0.21175,0.531,both_weighted,0.9
toxic waste,False,True,True,-0.642,-0.146,-0.134,nrc_only,0.7
city boy,False,True,True,0.188,-0.094,0.062,nrc_only,0.7
skid row,False,True,True,-0.466,0.176,-0.286,nrc_only,0.7
nitrocellulose,False,True,False,0.0,0.333,0.0,nrc_only,0.7
conclusion,True,True,False,0.08999999999999998,-0.25425,0.36275,both_weighted,0.9
duck,True,True,False,0.23275000000000004,-0.28800000000000003,-0.22650000000000003,both_weighted,0.9
amend,True,True,False,0.29424999999999996,-0.3365,0.153,both_weighted,0.9
egg on,False,True,True,0.0,-0.032,-0.162,nrc_only,0.7
agnosticism,False,True,False,-0.067,-0.407,0.037,nrc_only,0.7
condor,True,True,False,0.04299999999999997,-0.29325,0.15149999999999994,both_weighted,0.9
comedy,True,True,False,0.79925,0.18,0.09474999999999997,both_weighted,0.9
trebuchet,False,True,False,0.0,0.667,0.704,nrc_only,0.7
bad time,False,True,True,-0.37,-0.176,-0.62,nrc_only,0.7
taskmistress,False,True,False,-0.593,0.667,0.833,nrc_only,0.7
sex toy,False,True,True,-0.586,0.492,-0.3,nrc_only,0.7
knack,True,True,False,0.14699999999999996,-0.13575,0.40875,both_weighted,0.9
pretended,False,True,False,-0.666,0.112,-0.546,nrc_only,0.7
capitulation,False,True,False,-0.25,0.092,0.23,nrc_only,0.7
equivocate,False,True,False,-0.667,0.524,0.095,nrc_only,0.7
judiciousness,False,True,False,0.667,-0.524,0.667,nrc_only,0.7
literate,False,True,False,0.704,0.074,0.611,nrc_only,0.7
front office,False,True,True,0.242,-0.048,0.3,nrc_only,0.7
apostleship,False,True,False,1.0,-0.667,0.667,nrc_only,0.7
tipping,False,True,False,0.333,0.625,0.458,nrc_only,0.7
disable,True,True,False,-0.5625,-0.245,-0.351,both_weighted,0.9
squeegee,False,True,False,0.0,0.524,-0.19,nrc_only,0.7
delectableness,False,True,False,1.0,-0.4,0.259,nrc_only,0.7
preventability,False,True,False,0.571,-0.667,0.0,nrc_only,0.7
clamp,True,True,False,-0.009000000000000043,-0.10575000000000002,-0.09849999999999999,both_weighted,0.9
unsanctified,False,True,False,-0.667,0.0,-0.296,nrc_only,0.7
secret service,False,True,True,0.062,0.456,0.524,nrc_only,0.7
definer,False,True,False,0.5,0.667,0.524,nrc_only,0.7
misrepresent,False,True,False,-0.604,0.084,-0.164,nrc_only,0.7
nameplate,False,True,False,0.0,-0.074,0.143,nrc_only,0.7
aridness,False,True,False,-0.375,-0.792,-0.5,nrc_only,0.7
dib,True,True,False,-0.021,-0.37375,-0.031,both_weighted,0.9
whereon,False,True,False,0.0,-0.75,0.042,nrc_only,0.7
prop up,False,True,True,0.0,-0.188,-0.138,nrc_only,0.7
inline,False,True,False,0.042,0.429,0.0,nrc_only,0.7
key words,False,True,True,0.234,-0.226,0.064,nrc_only,0.7
comparable to,False,True,True,0.0,0.012,0.2,nrc_only,0.7
log,True,True,False,0.08350000000000005,-0.21775,-0.017499999999999974,both_weighted,0.9
difficult,True,True,False,-0.41750000000000004,0.13125000000000003,-0.14450000000000002,both_weighted,0.9
genghis khan,False,True,True,-0.234,0.262,0.0,nrc_only,0.7
sanitarily,False,True,False,0.667,-0.571,0.095,nrc_only,0.7
fired up,False,True,True,-0.066,0.328,0.112,nrc_only,0.7
unexceptionably,False,True,False,0.333,-0.905,0.852,nrc_only,0.7
brazilian wax,False,True,True,0.034,0.148,0.0,nrc_only,0.7
foul,True,True,False,-0.526,-0.15375000000000003,-0.25625,both_weighted,0.9
gore,False,True,False,-0.48,0.216,0.036,nrc_only,0.7
anabolic,False,True,False,0.619,0.708,0.857,nrc_only,0.7
steroidal,False,True,False,-0.083,0.704,0.741,nrc_only,0.7
hamster wheel,False,True,True,-0.234,0.114,-0.032,nrc_only,0.7
bog,True,True,False,-0.37675000000000003,-0.304,-0.135,both_weighted,0.9
harem,True,True,False,-0.07899999999999997,-0.05450000000000001,0.0020000000000000434,both_weighted,0.9
great thing,False,True,True,0.742,0.0,0.464,nrc_only,0.7
depolarize,False,True,False,0.0,0.458,0.375,nrc_only,0.7
as follows,False,True,True,0.154,-0.286,0.0,nrc_only,0.7
cotton,True,True,False,0.27025,-0.744,-0.10499999999999998,both_weighted,0.9
jockey,True,True,False,0.05575000000000002,0.12399999999999997,0.2805,both_weighted,0.9
irreducibility,False,True,False,0.0,-0.571,0.583,nrc_only,0.7
spotter,True,True,False,0.08825000000000002,-0.259,0.17400000000000002,both_weighted,0.9
purebliss,False,True,False,0.25,-0.098,0.052,nrc_only,0.7
work up,False,True,True,0.072,0.262,0.406,nrc_only,0.7
unnoticing,False,True,False,-0.667,-1.0,-0.733,nrc_only,0.7
kettledrummer,False,True,False,0.0,0.704,0.286,nrc_only,0.7
rely on,False,True,True,0.0,-0.098,0.0,nrc_only,0.7
sellout,True,True,False,-0.25949999999999995,-0.15625,-0.2225,both_weighted,0.9
inescapable,False,True,False,-0.667,-0.667,0.667,nrc_only,0.7
threader,False,True,False,0.0,0.625,0.208,nrc_only,0.7
nostril,True,True,False,-0.2815,-0.29225,-0.2365,both_weighted,0.9
uther,False,True,False,0.0,0.0,0.292,nrc_only,0.7
meritoriously,False,True,False,1.0,-0.667,0.8,nrc_only,0.7
prophetical,False,True,False,0.083,0.37,0.458,nrc_only,0.7
flake,True,True,False,-0.16749999999999998,-0.302,-0.3222499999999999,both_weighted,0.9
engrossment,False,True,False,0.704,-0.519,0.481,nrc_only,0.7
electorate,False,True,False,0.12,-0.24,0.392,nrc_only,0.7
solemnly,False,True,False,-0.381,-0.792,0.619,nrc_only,0.7
hummus,False,True,False,0.611,-0.048,0.0,nrc_only,0.7
scattered,False,True,False,-0.584,-0.24,-0.524,nrc_only,0.7
fuckedoff,False,True,False,-0.756,0.392,-0.368,nrc_only,0.7
depolarizer,False,True,False,0.0,0.704,0.444,nrc_only,0.7
movies,False,True,False,0.448,-0.148,-0.056,nrc_only,0.7
retool,False,True,False,0.619,0.63,0.593,nrc_only,0.7
thrill to,False,True,True,-0.134,0.266,0.0,nrc_only,0.7
parquet,False,True,False,0.082,-0.52,-0.156,nrc_only,0.7
wholeheartedness,False,True,False,1.0,-0.556,0.37,nrc_only,0.7
minute,True,True,False,0.14450000000000002,-0.376,-0.24775,both_weighted,0.9
crime rate,False,True,True,-0.362,0.366,-0.178,nrc_only,0.7
beady,True,True,False,-0.10449999999999998,-0.24175000000000002,-0.09074999999999994,both_weighted,0.9
depositional,False,True,False,0.0,-0.5,0.417,nrc_only,0.7
unrelieved,False,True,False,-0.667,-0.667,-0.625,nrc_only,0.7
outlet,True,True,False,0.16625,-0.2915,-0.09125000000000005,both_weighted,0.9
scarab,False,True,False,-0.188,-0.084,-0.466,nrc_only,0.7
unconfident,False,True,False,-0.667,-0.619,-1.0,nrc_only,0.7
revolver,True,True,False,-0.5185,0.45725,0.17374999999999996,both_weighted,0.9
preamble,False,True,False,0.082,0.11,-0.018,nrc_only,0.7
galleon,False,True,False,0.125,0.0,0.5,nrc_only,0.7
fornication,True,True,False,-0.016249999999999987,0.6572500000000001,0.15575,both_weighted,0.9
topological,False,True,False,0.0,-0.5,0.458,nrc_only,0.7
bowlike,False,True,False,0.167,-0.619,-0.042,nrc_only,0.7
bogged down,False,True,True,-0.6,-0.21,-0.5,nrc_only,0.7
unstable,True,True,False,-0.52925,0.09324999999999997,-0.50625,both_weighted,0.9
touch of,False,True,True,0.108,-0.266,0.034,nrc_only,0.7
puzzlement,False,True,False,-0.667,-0.667,-0.542,nrc_only,0.7
stylishness,False,True,False,0.476,-0.542,0.481,nrc_only,0.7
doorpost,False,True,False,0.0,-0.667,0.0,nrc_only,0.7
lentil,False,True,False,0.167,-0.714,0.0,nrc_only,0.7
squirminess,False,True,False,-0.667,0.704,-0.917,nrc_only,0.7
coordinator,True,True,False,0.30374999999999996,-0.06374999999999999,0.44375,both_weighted,0.9
impertinently,False,True,False,-0.667,0.667,-0.185,nrc_only,0.7
plexus,False,True,False,-0.334,-0.19,-0.21,nrc_only,0.7
neuroscientist,False,True,False,0.667,0.667,0.741,nrc_only,0.7
agree to,False,True,True,0.406,-0.182,0.178,nrc_only,0.7
reelection,True,True,False,0.08474999999999996,0.08800000000000002,0.25475,both_weighted,0.9
skilled,True,True,False,0.64225,0.114,0.73275,both_weighted,0.9
car insurance,False,True,True,0.242,-0.032,0.068,nrc_only,0.7
reclusion,False,True,False,-0.667,-1.0,-0.625,nrc_only,0.7
independent,True,True,False,0.6195,0.15875,0.667,both_weighted,0.9
rip,True,True,False,-0.569,0.20849999999999996,-0.245,both_weighted,0.9
labrador,False,True,False,0.667,-0.296,0.074,nrc_only,0.7
farthest,False,True,False,0.143,0.0,0.583,nrc_only,0.7
credit card,True,True,True,0.15375,-0.08250000000000005,0.13025000000000003,both_weighted,0.9
ring around,False,True,True,0.206,0.0,-0.038,nrc_only,0.7
undaunted,False,True,False,1.0,0.875,0.958,nrc_only,0.7
pantry,True,True,False,0.16949999999999998,-0.33099999999999996,-0.04550000000000004,both_weighted,0.9
plausibility,False,True,False,0.41,-0.098,0.14,nrc_only,0.7
hustle,True,True,False,-0.15400000000000005,0.25350000000000006,-0.07924999999999997,both_weighted,0.9
heed,True,True,False,0.22124999999999995,-0.07999999999999995,0.06275000000000003,both_weighted,0.9
versify,False,True,False,0.619,0.667,0.296,nrc_only,0.7
datenight,False,True,False,0.416,0.274,0.036,nrc_only,0.7
disloyalty,True,True,False,-0.61675,0.3122499999999999,-0.39425,both_weighted,0.9
calculate,True,True,False,-0.023750000000000042,-0.27549999999999997,0.11374999999999996,both_weighted,0.9
horrendous,True,True,False,-0.7295,0.35624999999999996,-0.3,both_weighted,0.9
declass,False,True,False,-0.625,0.667,-0.333,nrc_only,0.7
public toilet,False,True,True,-0.4,-0.112,-0.296,nrc_only,0.7
copyrighter,False,True,False,0.0,0.667,0.417,nrc_only,0.7
dabbling,False,True,False,0.124,0.452,0.352,nrc_only,0.7
frontline,False,True,False,0.096,0.192,-0.074,nrc_only,0.7
age group,False,True,True,-0.074,-0.112,-0.242,nrc_only,0.7
akin,False,True,False,0.278,-0.314,0.046,nrc_only,0.7
disassemble,False,True,False,-0.667,0.625,0.5,nrc_only,0.7
on demand,False,True,True,0.0,0.06,0.214,nrc_only,0.7
fear mongering,False,True,True,-0.634,0.258,-0.276,nrc_only,0.7
caret,False,True,False,0.312,-0.196,0.054,nrc_only,0.7
chintzy,False,True,False,-0.667,-0.556,-0.524,nrc_only,0.7
runoff,False,True,False,-0.133,0.667,-0.185,nrc_only,0.7
spring water,False,True,True,0.234,-0.114,0.334,nrc_only,0.7
merit,True,True,False,0.5965,-0.22999999999999998,0.33199999999999996,both_weighted,0.9
vicariousness,False,True,False,0.125,-0.667,-0.519,nrc_only,0.7
agedly,False,True,False,-0.333,-0.708,-0.476,nrc_only,0.7
whats more,False,True,True,0.148,-0.23,-0.072,nrc_only,0.7
expansion pack,False,True,True,-0.142,0.258,0.266,nrc_only,0.7
garner,False,True,False,-0.042,-0.08,0.0,nrc_only,0.7
ashamedly,False,True,False,-0.667,-0.375,-0.833,nrc_only,0.7
bill as,False,True,True,-0.414,-0.2,-0.084,nrc_only,0.7
style on,False,True,True,0.2,-0.016,0.046,nrc_only,0.7
admit,True,True,False,0.10799999999999996,-0.28325,0.11199999999999996,both_weighted,0.9
laundryman,False,True,False,0.0,0.048,-0.476,nrc_only,0.7
hight,False,True,False,0.334,0.274,0.29,nrc_only,0.7
food processor,False,True,True,0.354,0.03,0.334,nrc_only,0.7
untold,True,True,False,-0.26625,-0.17049999999999998,-0.319,both_weighted,0.9
clogged,False,True,False,-0.667,-0.667,-0.519,nrc_only,0.7
ebony,True,True,False,0.13249999999999995,-0.26799999999999996,-0.13625,both_weighted,0.9
discography,False,True,False,0.667,0.0,0.429,nrc_only,0.7
imputable,False,True,False,-0.5,0.667,0.458,nrc_only,0.7
intercession,False,True,False,0.006,-0.028,0.196,nrc_only,0.7
solvency,False,True,False,0.208,-0.408,0.21,nrc_only,0.7
unordered,False,True,False,-0.552,-0.036,-0.62,nrc_only,0.7
whomever,False,True,False,0.0,-0.583,-0.5,nrc_only,0.7
laptop,True,True,False,0.46775,-0.27749999999999997,0.2065,both_weighted,0.9
menses,False,True,False,-0.674,0.372,-0.338,nrc_only,0.7
dimorphism,False,True,False,0.0,0.0,0.519,nrc_only,0.7
cougher,False,True,False,-0.625,0.667,-0.444,nrc_only,0.7
intergalactic,True,True,False,0.22700000000000004,0.27475000000000005,0.16225,both_weighted,0.9
good value,False,True,True,0.426,-0.314,0.518,nrc_only,0.7
debit,False,True,False,-0.334,-0.2,-0.052,nrc_only,0.7
polycystic,False,True,False,-0.667,0.111,-0.238,nrc_only,0.7
multifactorial,False,True,False,0.0,0.476,0.222,nrc_only,0.7
hyper,True,True,False,0.05575000000000004,0.18099999999999994,0.14625,both_weighted,0.9
helter,False,True,False,0.0,0.926,-0.292,nrc_only,0.7
superglue,False,True,False,0.467,0.0,0.926,nrc_only,0.7
straight ahead,False,True,True,0.226,0.246,0.29,nrc_only,0.7
defense team,False,True,True,0.05,0.354,0.266,nrc_only,0.7
sunglasses,True,True,False,0.5589999999999999,-0.22325,-0.03225,both_weighted,0.9
musing,False,True,False,0.48,-0.698,-0.07,nrc_only,0.7
double decker,False,True,True,0.2,0.334,0.162,nrc_only,0.7
backgammon,True,True,False,0.15499999999999997,-0.4575,-0.13124999999999998,both_weighted,0.9
heavenly,True,True,False,0.7052499999999999,-0.05424999999999998,0.43074999999999997,both_weighted,0.9
milky way,False,True,True,0.556,-0.016,0.222,nrc_only,0.7
tax policy,False,True,True,-0.342,0.102,0.3,nrc_only,0.7
domiciled,False,True,False,0.084,-0.32,0.032,nrc_only,0.7
medley,True,True,False,0.18699999999999994,-0.21299999999999994,0.018750000000000017,both_weighted,0.9
guaranty,False,True,False,0.292,-0.326,0.636,nrc_only,0.7
credibleness,False,True,False,1.0,0.0,0.704,nrc_only,0.7
quotation marks,False,True,True,0.036,-0.12,0.25,nrc_only,0.7
riff,True,True,False,-0.025250000000000012,0.014749999999999992,-0.17200000000000001,both_weighted,0.9
wearier,False,True,False,-0.625,-0.556,-0.625,nrc_only,0.7
oil,True,True,False,-0.11524999999999998,-0.31575,-0.11525000000000002,both_weighted,0.9
chalkiness,False,True,False,-0.333,-0.667,-0.222,nrc_only,0.7
exploit,True,True,False,-0.35675,0.40800000000000003,0.05500000000000002,both_weighted,0.9
tribal chief,False,True,True,0.166,0.366,0.122,nrc_only,0.7
telescope,True,True,False,0.24975,-0.36250000000000004,0.13375000000000004,both_weighted,0.9
colorblind,False,True,False,-0.238,-0.667,-0.056,nrc_only,0.7
hungrily,False,True,False,0.0,0.667,0.0,nrc_only,0.7
murderer,True,True,False,-0.88,0.70875,-0.39225,both_weighted,0.9
discoverer,False,True,False,0.708,0.667,0.958,nrc_only,0.7
health check,False,True,True,0.194,0.036,0.242,nrc_only,0.7
blasphemer,False,True,False,-0.952,0.667,0.741,nrc_only,0.7
doghouse,True,True,False,-0.049500000000000044,-0.373,-0.19500000000000003,both_weighted,0.9
implosion,True,True,False,-0.29800000000000004,0.3265,-0.14550000000000002,both_weighted,0.9
eyelike,False,True,False,0.458,0.0,0.167,nrc_only,0.7
palpation,False,True,False,0.0,0.519,0.259,nrc_only,0.7
crick,False,True,False,-0.583,-0.037,-0.5,nrc_only,0.7
solemnize,False,True,False,0.8,-0.571,0.63,nrc_only,0.7
chunkiness,False,True,False,0.0,0.0,0.0,nrc_only,0.7
refurbish,False,True,False,0.312,0.266,0.082,nrc_only,0.7
augmentation,False,True,False,0.428,0.226,0.7,nrc_only,0.7
evolutionary,True,True,False,0.3735,0.24674999999999997,0.25375,both_weighted,0.9
bridled,False,True,False,-0.533,0.63,-0.381,nrc_only,0.7
noiseless,False,True,False,0.333,-1.0,-0.048,nrc_only,0.7
slunk,False,True,False,-0.778,-0.958,-0.889,nrc_only,0.7
upheaval,False,True,False,-0.42,0.66,0.14,nrc_only,0.7
gut,True,True,False,-0.2295,-0.29925,-0.10225000000000006,both_weighted,0.9
ait,False,True,False,-0.23,-0.22,-0.196,nrc_only,0.7
codebook,False,True,False,0.25,0.37,0.542,nrc_only,0.7
impoverishment,False,True,False,-1.0,-0.667,-1.0,nrc_only,0.7
not exactly,False,True,True,-0.266,-0.298,-0.032,nrc_only,0.7
rivet,False,True,False,-0.084,-0.388,-0.19,nrc_only,0.7
providing,False,True,False,0.632,0.1,0.792,nrc_only,0.7
newsflash,True,True,False,0.13649999999999995,0.09199999999999997,-0.04200000000000005,both_weighted,0.9
malefaction,False,True,False,-1.0,0.667,0.083,nrc_only,0.7
furnishment,False,True,False,0.556,-0.583,0.143,nrc_only,0.7
nonparticipating,False,True,False,-0.333,-0.958,-0.619,nrc_only,0.7
nonstandard,False,True,False,-0.333,0.0,-0.25,nrc_only,0.7
gullible,True,True,False,-0.16499999999999998,-0.17550000000000004,-0.35825,both_weighted,0.9
untraded,False,True,False,0.0,-0.593,-0.37,nrc_only,0.7
primitivism,False,True,False,-0.25,-0.5,-0.074,nrc_only,0.7
dolor,False,True,False,-0.666,0.27,-0.25,nrc_only,0.7
bigotry,True,True,False,-0.489,0.38075000000000003,-0.07774999999999997,both_weighted,0.9
shallowly,False,True,False,-0.389,-0.524,-0.542,nrc_only,0.7
enhanced,False,True,False,0.708,0.667,0.667,nrc_only,0.7
euphemistically,False,True,False,0.111,0.444,0.148,nrc_only,0.7
cannery,False,True,False,0.0,0.667,0.095,nrc_only,0.7
unburden,False,True,False,0.708,-0.481,-0.095,nrc_only,0.7
mnemonically,False,True,False,0.583,0.0,0.542,nrc_only,0.7
lode,True,True,False,-0.10499999999999998,-0.27075,-0.17824999999999996,both_weighted,0.9
collegiately,False,True,False,0.667,0.148,0.259,nrc_only,0.7
copperleaf,False,True,False,0.267,-1.0,0.0,nrc_only,0.7
